	sim_dom1	sim_dom2	prob1	pval1	score1	aligned_cols1	ident_perc1	prob2	pval2	score2	aligned_cols2	ident_perc2	score_norm1	score_norm2
886	AAA_23	Dynamin_N	94.9	1.3e-07	44.88	21	38	95.52	4.5999999999999995e-08	44.28	21	38	2.1371428571428575	2.1085714285714285
887	AAA_23	MMR_HSR1	95.01	1.5e-07	40.01	21	33	96.19	1.3e-08	39.48	21	33	1.9052380952380952	1.88
888	AAA_23	MCM	93.04	1.3e-06	42.89	24	25	93.25	1.2e-06	41.96	24	25	1.7870833333333334	1.7483333333333333
889	AAA_23	dNK	94.4	3e-07	43.29	23	26	94.88	1.7e-07	41.84	23	26	1.8821739130434783	1.819130434782609
890	AAA_23	AAA_19	94.83	3.1e-07	39.56	27	22	96.09	2.8999999999999998e-08	39.14	26	23	1.4651851851851854	1.5053846153846153
891	AAA_23	AAA_18	94.33	3e-07	42.14	21	43	95.26	7.1e-08	42.08	22	41	2.006666666666667	1.9127272727272726
892	AAA_23	TIP49	90.83	5.400000000000001e-06	41.78	25	32	87.79	1.3000000000000001e-05	42.4	25	32	1.6712	1.696
893	AAA_23	AAA_11	90.48	5.9e-06	36.67	24	21	92.92	1.8000000000000001e-06	37.25	23	22	1.5279166666666668	1.6195652173913044
894	AAA_23	AAA_16	95.47	7.7e-08	44.88	25	28	96.49	6.1e-09	44.09	25	28	1.7952000000000001	1.7636
895	AAA_21	ATP-synt_ab	94.68	1.9e-07	42.39	18	28	94.53	2.5e-07	42.37	18	28	2.355	2.3538888888888887
896	AAA_21	SRP54	92.98	1.1e-06	37.54	19	21	93.63	6.6e-07	38.01	18	22	1.9757894736842105	2.1116666666666664
897	AAA_21	AAA_25	97.0	2.8000000000000003e-09	50.62	38	21	96.96	3.8e-09	49.08	38	21	1.3321052631578947	1.291578947368421
898	AAA_21	Microtub_bd	68.81	9.7e-05	27.52	15	27	57.08	0.00022	27.02	15	27	1.8346666666666667	1.8013333333333332
899	AAA_21	AIG1	94.67	2.1e-07	42.53	18	33	94.56	2.3e-07	43.63	18	33	2.3627777777777776	2.423888888888889
900	AAA_21	TK	95.07	1.1e-07	42.12	19	26	94.92	1.4e-07	42.0	19	26	2.216842105263158	2.210526315789474
901	AAA_21	ArsA_ATPase	64.43	0.00021	29.05	20	30	58.76	0.00027	30.66	20	30	1.4525000000000001	1.533
902	AAA_21	6PF2K	95.03	1.1e-07	44.0	19	21	94.77	1.5e-07	44.39	19	21	2.3157894736842106	2.336315789473684
903	AAA_21	ADK	93.31	5e-07	39.12	16	25	93.89	3e-07	39.94	16	25	2.445	2.49625
904	AAA_21	Myosin_head	77.49	5.5e-05	36.63	18	22	74.45	6.2e-05	41.54	18	22	2.035	2.307777777777778
905	AAA_21	AAA_30	92.96	1.2e-06	38.62	18	28	92.49	1.5e-06	39.84	18	28	2.145555555555555	2.2133333333333334
906	AAA_21	AAA_33	95.88	2.2000000000000002e-08	43.45	19	32	96.55	3e-09	44.02	19	32	2.2868421052631582	2.316842105263158
907	AAA_21	PIF1	90.75	3.3e-06	39.51	19	32	89.77	4.5e-06	41.06	19	32	2.079473684210526	2.1610526315789476
908	AAA_21	Rad51	96.67	9e-10	56.16	19	32	96.35	3e-09	54.75	19	32	2.9557894736842103	2.8815789473684212
909	AAA_21	Dynamin_N	95.64	3.1e-08	45.6	18	39	95.75	2.4e-08	46.32	20	35	2.533333333333333	2.316
910	AAA_21	MMR_HSR1	95.51	5.4e-08	39.65	18	28	96.14	1.2e-08	39.8	18	28	2.2027777777777775	2.211111111111111
911	AAA_21	MCM	93.01	1e-06	41.43	19	21	92.01	1.9e-06	41.6	19	21	2.1805263157894736	2.1894736842105265
912	AAA_21	dNK	95.15	8.3e-08	43.83	18	28	95.19	7.8e-08	44.15	18	28	2.435	2.4527777777777775
913	AAA_21	AAA_19	93.53	7.7e-07	35.49	18	28	94.84	1.9e-07	35.97	18	28	1.9716666666666667	1.9983333333333333
914	AAA_21	AAA_18	95.37	5.3e-08	43.62	18	44	95.63	3.1e-08	44.34	18	44	2.4233333333333333	2.4633333333333334
915	AAA_21	AAA_11	89.21	7.2000000000000005e-06	34.42	18	22	91.44	2.8999999999999998e-06	36.66	18	22	1.9122222222222223	2.0366666666666666
916	AAA_21	AAA_16	96.74	3.7e-08	44.5	18	44	97.02	1.7e-08	42.87	18	44	2.4722222222222223	2.3816666666666664
917	AAA_25	ATP-synt_ab	98.06	1.3999999999999998e-10	54.23	34	29	97.96	2.3e-10	54.9	35	29	1.595	1.5685714285714285
918	AAA_25	SRP54	96.51	1.5e-07	38.78	25	40	96.52	1.5e-07	38.74	25	40	1.5512000000000001	1.5496
919	AAA_25	Microtub_bd	62.42	0.00018999999999999998	24.3	19	32	53.22	0.00032	24.53	19	32	1.2789473684210526	1.2910526315789475
920	AAA_25	AIG1	93.47	1e-06	36.07	22	23	92.85	1.5e-06	36.81	22	23	1.6395454545454546	1.6731818181818183
921	AAA_25	TK	97.39	5.400000000000001e-10	49.79	25	32	97.21	1.3e-09	49.3	26	31	1.9916	1.896153846153846
922	AAA_25	ArsA_ATPase	95.08	3.6e-07	40.83	25	28	93.56	1.7e-06	41.62	25	28	1.6332	1.6647999999999998
923	AAA_25	6PF2K	96.08	2.2000000000000002e-08	44.05	25	24	95.51	8.4e-08	43.06	25	24	1.7619999999999998	1.7224000000000002
924	AAA_25	SNF2_N	53.29	0.00039	26.12	22	32	39.87	0.0008	26.32	22	32	1.1872727272727273	1.1963636363636363
925	AAA_25	ResIII	97.64	1e-09	46.24	26	23	98.04	1.3999999999999998e-10	45.52	25	24	1.7784615384615385	1.8208000000000002
926	AAA_25	ADK	95.12	8.4e-08	39.87	20	35	94.71	1.6e-07	38.83	20	35	1.9934999999999998	1.9415
927	AAA_25	Myosin_head	86.83	2.1e-05	36.09	26	38	81.06	4.3e-05	39.99	26	38	1.3880769230769232	1.5380769230769231
928	AAA_25	MutS_V	97.38	7.000000000000001e-10	49.7	22	23	97.45	4.8e-10	50.25	22	23	2.2590909090909093	2.284090909090909
929	AAA_25	AAA_30	94.07	7.2e-07	36.82	19	26	92.81	1.9e-06	36.93	19	26	1.9378947368421053	1.9436842105263157
930	AAA_25	AAA_33	96.25	9.9e-09	41.79	22	32	96.51	4.5e-09	40.8	22	32	1.8995454545454544	1.8545454545454545
931	AAA_25	AAA	97.25	3.2e-09	43.15	21	33	97.66	4.8e-10	43.09	21	33	2.0547619047619046	2.051904761904762
932	AAA_25	PIF1	94.78	5.5e-07	40.39	26	27	93.52	1.8000000000000001e-06	40.53	26	27	1.5534615384615384	1.558846153846154
933	AAA_25	ABC_tran	93.14	2.8999999999999998e-06	31.02	26	35	91.68	8.7e-06	27.72	26	35	1.1930769230769231	1.066153846153846
934	AAA_25	Dynamin_N	93.22	9.000000000000001e-07	35.32	22	23	93.43	7.3e-07	36.38	22	23	1.6054545454545455	1.6536363636363638
935	AAA_25	MCM	94.36	4.4e-07	40.07	24	29	92.73	1.7e-06	39.17	24	29	1.6695833333333334	1.6320833333333333
936	AAA_25	dNK	95.9	2.4e-08	43.13	22	41	95.56	5.3e-08	42.35	22	41	1.9604545454545457	1.925
937	AAA_25	AAA_19	94.8	4.2e-07	34.11	25	28	95.45	1.5e-07	34.29	25	28	1.3644	1.3716
938	AAA_25	AAA_18	96.05	1.2e-08	43.45	22	36	95.87	1.8999999999999998e-08	42.75	22	36	1.975	1.9431818181818181
939	AAA_25	TIP49	94.31	5.8e-07	41.46	25	28	90.4	5.9e-06	41.9	25	28	1.6584	1.676
940	AAA_25	AAA_11	95.04	7.7e-07	36.48	22	23	94.75	1.1e-06	36.44	22	23	1.658181818181818	1.6563636363636363
941	AAA_25	AAA_16	95.62	1.5e-07	38.16	26	27	96.18	4.2e-08	38.59	26	27	1.4676923076923076	1.4842307692307695
942	Kinesin	ATP-synt_ab	33.19	0.0005099999999999999	28.59	19	26	52.7	0.00015	29.49	20	25	1.5047368421052632	1.4745
943	Kinesin	TK	27.44	0.0007099999999999999	26.72	18	22	42.74	0.00028	27.07	18	22	1.4844444444444445	1.5038888888888888
944	Kinesin	AAA_30	63.94	0.00011999999999999999	32.94	27	37	76.98	3.9e-05	34.11	27	37	1.22	1.2633333333333334
945	Kinesin	PIF1	53.52	0.00027	33.35	23	30	66.38	0.00011999999999999999	34.32	23	30	1.45	1.4921739130434784
946	Kinesin	AAA_19	28.44	0.00066	24.88	19	32	57.37	0.00011	25.55	19	32	1.3094736842105263	1.3447368421052632
947	Kinesin	TIP49	49.7	0.0005	33.05	31	29	47.66	0.0005	34.12	31	29	1.0661290322580643	1.1006451612903225
948	Kinesin	AAA_16	70.04	0.00015	30.2	30	27	86.66	2.3e-05	30.16	30	27	1.0066666666666666	1.0053333333333334
949	Microtub_bd	ATP-synt_ab	72.83	7.2e-05	28.65	19	21	75.15	5.9999999999999995e-05	28.02	19	21	1.5078947368421052	1.4747368421052631
950	Microtub_bd	SRP54	60.22	0.0002	25.58	17	53	68.38	0.00011999999999999999	25.2	18	50	1.5047058823529411	1.4
951	Microtub_bd	AIG1	40.46	0.0006	24.17	16	44	46.05	0.00049	24.16	16	44	1.510625	1.51
952	Microtub_bd	TK	68.45	0.00011	26.8	17	24	70.85	9.6e-05	26.13	17	24	1.576470588235294	1.5370588235294118
953	Microtub_bd	6PF2K	64.19	0.00015	27.25	18	33	68.72	0.00011	27.3	20	30	1.5138888888888888	1.365
954	Microtub_bd	AAA_30	88.38	1.4999999999999999e-05	32.68	16	31	88.16	1.6e-05	32.22	16	31	2.0425	2.01375
955	Microtub_bd	PIF1	80.75	6.2e-05	31.73	22	27	78.03	8.7e-05	30.9	22	27	1.4422727272727274	1.4045454545454545
956	Microtub_bd	Rad51	56.43	0.00053	24.91	17	24	46.06	0.00057	24.08	17	24	1.4652941176470589	1.416470588235294
957	Microtub_bd	MCM	74.94	6.7e-05	30.84	20	25	69.58	0.00011	29.13	20	25	1.542	1.4565
958	Microtub_bd	dNK	60.63	0.00013000000000000002	26.97	16	38	68.08	7.900000000000001e-05	26.95	16	38	1.685625	1.684375
959	Microtub_bd	AAA_19	74.79	6.4e-05	26.0	18	28	83.43	2.4e-05	25.36	18	28	1.4444444444444444	1.4088888888888889
960	Microtub_bd	TIP49	84.44	5.1e-05	33.87	33	24	73.08	0.00018	33.12	32	25	1.0263636363636364	1.035
961	Microtub_bd	AAA_16	90.36	1.4000000000000001e-05	30.67	23	22	92.61	6.7e-06	28.96	21	24	1.3334782608695652	1.379047619047619
962	AIG1	ATP-synt_ab	93.9	6.6e-07	39.72	23	22	93.55	9.4e-07	38.23	23	22	1.7269565217391303	1.662173913043478
963	AIG1	SRP54	97.49	3.6000000000000005e-10	55.59	22	45	97.63	1.8000000000000002e-10	54.1	22	45	2.526818181818182	2.459090909090909
964	AIG1	TK	93.7	7.7e-07	38.04	23	22	93.37	1.1e-06	36.57	23	22	1.6539130434782607	1.59
965	AIG1	ArsA_ATPase	61.04	0.00027	28.47	20	25	57.23	0.00031	29.54	20	25	1.4235	1.4769999999999999
966	AIG1	6PF2K	94.71	2.2e-07	42.49	22	41	94.19	4.4e-07	40.78	22	41	1.9313636363636364	1.8536363636363637
967	AIG1	ADK	93.16	6.3e-07	38.76	19	32	92.85	8.2e-07	36.73	19	32	2.04	1.933157894736842
968	AIG1	Myosin_head	67.95	0.00015	33.9	20	25	66.61	0.00014	37.95	20	25	1.6949999999999998	1.8975000000000002
969	AIG1	MutS_V	94.4	3.7000000000000006e-06	34.81	22	23	95.3	1.2e-06	35.58	22	23	1.5822727272727273	1.6172727272727272
970	AIG1	AAA_30	90.88	4.2000000000000004e-06	35.92	18	33	89.6	6.7e-06	35.37	19	32	1.9955555555555557	1.861578947368421
971	AIG1	AAA_33	95.58	5e-08	41.84	21	24	96.08	1.7e-08	39.69	21	24	1.9923809523809526	1.89
972	AIG1	AAA	94.32	3.2e-07	37.12	21	24	95.55	5.3e-08	36.12	21	24	1.7676190476190474	1.72
973	AIG1	PIF1	89.46	7.2999999999999996e-06	37.47	22	27	86.2	1.6e-05	36.44	22	27	1.7031818181818181	1.6563636363636363
974	AIG1	ABC_tran	90.79	5.400000000000001e-06	32.27	23	35	90.38	7.9e-06	29.0	23	35	1.4030434782608696	1.2608695652173914
975	AIG1	Rad51	91.52	3.2e-06	37.25	22	27	90.83	4.5e-06	36.18	22	27	1.6931818181818181	1.6445454545454545
976	AIG1	MCM	93.26	1.1e-06	41.33	21	33	92.04	2.4e-06	39.7	21	33	1.9680952380952381	1.8904761904761906
977	AIG1	dNK	95.3	6.5e-08	44.53	21	29	95.11	9.6e-08	42.52	21	29	2.1204761904761904	2.0247619047619048
978	AIG1	AAA_19	91.57	4.1e-06	32.12	22	32	93.57	1.3e-06	31.51	22	32	1.46	1.4322727272727274
979	AIG1	AAA_18	95.23	6.6e-08	43.37	21	33	95.31	6e-08	41.82	21	33	2.065238095238095	1.9914285714285715
980	AIG1	TIP49	90.1	6.3e-06	39.18	22	23	81.14	3.8e-05	38.4	22	23	1.780909090909091	1.7454545454545454
981	AIG1	AAA_11	86.64	1.7e-05	32.46	19	21	86.22	2e-05	31.41	20	20	1.708421052631579	1.5705
982	AIG1	AAA_16	94.14	5.2e-07	38.56	23	30	95.22	1.4e-07	37.6	23	30	1.6765217391304348	1.6347826086956523
983	AAA_19	ATP-synt_ab	97.16	5.8e-09	41.21	29	31	96.45	5.5e-08	40.14	29	31	1.4210344827586208	1.3841379310344828
984	AAA_19	SRP54	96.21	5.5e-08	36.23	34	29	95.88	1.2e-07	36.61	34	29	1.0655882352941175	1.0767647058823528
985	AAA_19	ArsA_ATPase	94.86	9.1e-07	34.49	30	30	92.48	5.2e-06	35.96	33	27	1.1496666666666668	1.0896969696969698
986	AAA_19	6PF2K	96.36	1.1000000000000001e-08	40.29	27	22	95.48	9.7e-08	39.85	27	22	1.4922222222222221	1.475925925925926
987	AAA_19	ADK	95.45	5.0999999999999993e-08	36.28	20	30	94.51	2.2e-07	35.54	20	30	1.814	1.777
988	AAA_19	Myosin_head	93.46	2.8e-06	36.32	27	30	88.25	1.8e-05	39.56	27	30	1.3451851851851853	1.4651851851851854
989	AAA_19	MutS_V	93.59	1e-06	30.86	21	33	93.09	1.4e-06	31.62	21	33	1.4695238095238095	1.5057142857142858
990	AAA_19	AAA_30	99.19	5.1e-17	75.77	42	33	98.8	1e-14	75.36	42	33	1.804047619047619	1.7942857142857143
991	AAA_19	AAA_33	96.44	6.8000000000000005e-09	37.75	22	27	96.39	6.5e-09	37.58	22	27	1.7159090909090908	1.708181818181818
992	AAA_19	AAA	97.25	3.5e-09	38.18	22	36	97.26	4e-09	36.89	22	36	1.7354545454545454	1.6768181818181818
993	AAA_19	PIF1	99.1	1.3999999999999998e-16	78.91	118	23	98.66	2.7000000000000005e-14	79.82	118	23	0.668728813559322	0.6764406779661016
994	AAA_19	ABC_tran	89.82	1.2e-05	25.03	27	26	80.87	8.7e-05	21.67	26	27	0.9270370370370371	0.8334615384615385
995	AAA_19	MCM	95.82	4e-08	40.09	24	25	94.03	6.1e-07	38.61	25	24	1.6704166666666669	1.5444
996	AAA_19	dNK	96.29	9.2e-09	40.0	22	36	95.6	5.3e-08	39.52	22	36	1.8181818181818181	1.7963636363636366
997	AAA_19	AAA_18	96.29	6.7000000000000004e-09	39.61	22	32	95.73	2.8999999999999998e-08	39.12	22	32	1.8004545454545455	1.778181818181818
998	AAA_19	TIP49	95.53	1.1e-07	40.19	26	27	91.65	3.8e-06	40.06	26	27	1.5457692307692308	1.540769230769231
999	AAA_19	AAA_11	99.24	4.8e-17	75.72	56	27	99.06	6.8e-16	77.27	56	27	1.352142857142857	1.3798214285714285
1000	AAA_19	AAA_16	96.25	7.9e-08	34.94	25	36	96.2	9.300000000000001e-08	34.55	25	36	1.3976	1.382
1001	ArsA_ATPase	ATP-synt_ab	89.69	1.2e-05	37.72	35	26	90.84	9.6e-06	35.51	34	26	1.0777142857142856	1.0444117647058824
1002	ArsA_ATPase	SRP54	97.99	3.4e-10	63.5	38	32	98.48	3.8e-12	65.9	38	32	1.6710526315789473	1.7342105263157896
1003	ArsA_ATPase	6PF2K	93.03	2e-06	42.73	31	26	93.27	2e-06	40.04	31	26	1.3783870967741934	1.2916129032258064
1004	ArsA_ATPase	ResIII	92.68	4.2000000000000004e-06	36.72	34	24	95.61	2.3e-07	36.01	34	24	1.08	1.0591176470588235
1005	ArsA_ATPase	ADK	82.58	2.4e-05	34.84	19	32	85.65	1.6e-05	32.76	19	32	1.833684210526316	1.7242105263157894
1006	ArsA_ATPase	Myosin_head	41.34	0.00099	32.92	26	35	41.9	0.00088	34.88	26	35	1.2661538461538462	1.3415384615384616
1007	ArsA_ATPase	MutS_V	52.89	0.00039	27.72	21	24	71.74	0.00011999999999999999	28.06	21	24	1.3199999999999998	1.3361904761904762
1008	ArsA_ATPase	AAA_33	90.5	3.9e-06	37.05	23	30	93.86	6.1e-07	35.38	23	30	1.6108695652173912	1.5382608695652176
1009	ArsA_ATPase	AAA	87.69	1.7e-05	32.65	21	29	93.36	2.1000000000000002e-06	31.7	21	29	1.5547619047619048	1.5095238095238095
1010	ArsA_ATPase	CTP_synth_N	91.86	5.6e-06	42.02	43	26	95.33	1e-06	49.24	49	22	0.9772093023255815	1.0048979591836735
1011	ArsA_ATPase	PIF1	90.99	7.000000000000001e-06	42.84	35	29	91.5	6e-06	41.77	36	28	1.2240000000000002	1.160277777777778
1012	ArsA_ATPase	MCM	74.72	8.499999999999999e-05	35.02	24	25	77.29	7e-05	33.86	24	25	1.4591666666666667	1.4108333333333334
1013	ArsA_ATPase	dNK	88.41	8.400000000000001e-06	38.25	22	32	90.25	5.2e-06	36.28	21	29	1.7386363636363635	1.7276190476190476
1014	ArsA_ATPase	AAA_18	90.15	3.8e-06	39.23	21	33	92.03	1.8000000000000001e-06	37.2	21	33	1.868095238095238	1.7714285714285716
1015	ArsA_ATPase	TIP49	67.68	0.00027	34.09	24	25	51.4	0.0005099999999999999	33.6	24	25	1.4204166666666669	1.4000000000000001
1016	ArsA_ATPase	AAA_11	89.88	1.1e-05	38.01	35	20	92.64	3.1e-06	38.0	34	21	1.0859999999999999	1.1176470588235294
1017	6PF2K	SRP54	95.92	4.5999999999999995e-08	44.51	25	40	96.34	1.5e-08	44.89	25	40	1.7804	1.7956
1018	6PF2K	SNF2_N	43.62	0.00064	26.84	22	23	37.54	0.00085	27.29	22	23	1.22	1.2404545454545455
1019	6PF2K	Myosin_head	91.2	4.5e-06	42.9	27	22	90.71	4.2999999999999995e-06	48.79	28	21	1.5888888888888888	1.7425
1020	6PF2K	AAA_30	95.08	1.6e-07	43.17	22	23	95.09	1.5e-07	44.17	22	23	1.9622727272727274	2.007727272727273
1021	6PF2K	AAA	96.01	1.7e-08	43.02	23	26	96.93	7.7e-10	43.57	23	26	1.8704347826086958	1.8943478260869566
1022	6PF2K	CTP_synth_N	66.77	0.00027	28.08	39	21	42.92	0.00099	27.14	38	21	0.72	0.7142105263157895
1023	6PF2K	PIF1	94.95	2.1e-07	45.96	28	25	94.8	2.4e-07	47.09	28	25	1.6414285714285715	1.6817857142857144
1024	6PF2K	Rad51	95.32	1.4e-07	44.41	27	22	95.47	1e-07	44.89	27	22	1.6448148148148147	1.6625925925925926
1025	6PF2K	Dynamin_N	94.1	3.6e-07	40.14	21	33	95.15	8.7e-08	42.27	21	33	1.9114285714285715	2.012857142857143
1026	6PF2K	MMR_HSR1	95.42	7.9e-08	39.02	21	24	96.58	3.4000000000000003e-09	41.19	21	24	1.8580952380952382	1.9614285714285713
1027	6PF2K	MCM	95.81	3.1e-08	49.6	28	21	95.6	4.9e-08	49.12	28	21	1.7714285714285716	1.7542857142857142
1028	6PF2K	dNK	98.87	9.8e-15	79.62	27	26	98.94	7.5e-15	78.08	27	26	2.948888888888889	2.8918518518518517
1029	6PF2K	AAA_18	98.71	3.9e-14	74.73	25	20	98.87	5.7e-15	75.56	25	20	2.9892000000000003	3.0224
1030	6PF2K	TIP49	95.19	1.3e-07	48.37	27	30	93.86	6.2e-07	50.04	27	30	1.7914814814814815	1.8533333333333333
1031	6PF2K	AAA_11	94.47	4.1e-07	40.8	22	32	94.9	2.3e-07	41.16	22	32	1.8545454545454545	1.8709090909090909
1032	MCM	ATP-synt_ab	96.82	3.3e-09	55.36	26	31	97.1	8.699999999999999e-10	56.83	27	30	2.129230769230769	2.104814814814815
1033	MCM	SRP54	93.19	1.2e-06	40.09	24	25	94.77	2.4e-07	41.39	24	25	1.6704166666666669	1.7245833333333334
1034	MCM	TK	96.29	9.6e-08	45.45	24	33	96.66	1.4e-08	48.44	23	35	1.89375	2.106086956521739
1035	MCM	ADK	94.51	2.3e-07	43.85	21	24	95.11	1e-07	43.56	21	24	2.0880952380952382	2.0742857142857143
1036	MCM	Myosin_head	83.74	2.7000000000000002e-05	41.16	26	31	84.77	1.8e-05	47.09	26	31	1.583076923076923	1.8111538461538463
1037	MCM	MutS_V	90.29	4.2999999999999995e-06	36.89	21	24	93.76	5.8e-07	39.3	21	24	1.7566666666666666	1.8714285714285712
1038	MCM	AAA_30	93.9	5.9e-07	43.07	22	23	94.26	4e-07	44.39	22	23	1.9577272727272728	2.0177272727272726
1039	MCM	AAA_33	95.92	2.5e-08	46.36	23	30	96.79	1.6e-09	46.45	23	30	2.0156521739130433	2.0195652173913046
1040	MCM	AAA	97.62	1.1999999999999999e-11	62.44	24	29	98.28	1.1e-13	62.35	24	29	2.6016666666666666	2.597916666666667
1041	MCM	PIF1	95.86	5.9000000000000006e-08	52.87	26	23	95.62	5.6e-08	54.16	26	23	2.0334615384615384	2.083076923076923
1042	MCM	ABC_tran	82.8	3.6e-05	30.16	25	32	82.66	4.5e-05	27.3	25	32	1.2064	1.092
1043	MCM	Dynamin_N	90.36	3.8e-06	37.49	21	33	93.24	7.9e-07	39.76	21	33	1.7852380952380953	1.8933333333333333
1044	MCM	MMR_HSR1	94.43	3.3e-07	38.64	21	24	96.11	1.5e-08	40.65	21	24	1.84	1.9357142857142857
1045	MCM	dNK	95.5	4.5999999999999995e-08	48.46	23	30	95.88	2e-08	48.62	23	30	2.1069565217391304	2.1139130434782607
1046	MCM	AAA_18	95.68	3.1e-08	48.08	24	25	96.16	9.2e-09	48.32	24	25	2.0033333333333334	2.013333333333333
1047	MCM	TIP49	97.76	4.4e-09	60.45	54	22	97.28	2.7e-08	62.23	54	22	1.1194444444444445	1.1524074074074073
1048	MCM	AAA_11	93.02	1.2e-06	41.34	22	36	94.06	4.8e-07	42.0	22	36	1.8790909090909091	1.9090909090909092
1049	MCM	AAA_16	95.85	5.2e-08	46.92	26	27	96.81	2.7e-09	47.82	26	27	1.8046153846153847	1.8392307692307692
1050	ADK	SRP54	94.42	2.4e-07	38.11	20	35	94.95	1.1e-07	39.29	20	35	1.9055	1.9645
1051	ADK	TK	95.23	7e-08	40.23	20	30	95.11	8.5e-08	40.55	20	30	2.0115	2.0275
1052	ADK	AAA_30	94.54	1.9e-07	39.89	19	26	93.95	3.5e-07	40.75	19	26	2.099473684210526	2.1447368421052633
1053	ADK	PIF1	94.05	3.6e-07	41.57	20	25	92.92	8.9e-07	42.29	20	25	2.0785	2.1145
1054	ADK	Rad51	93.92	4.1e-07	39.01	20	30	93.56	5.6e-07	39.53	20	30	1.9505	1.9765000000000001
1055	ADK	dNK	98.77	1.7e-13	68.1	26	35	98.68	4.3000000000000004e-13	67.2	26	35	2.619230769230769	2.5846153846153848
1056	ADK	TIP49	94.0	3.8e-07	42.73	21	33	90.96	2.5e-06	44.36	21	33	2.0347619047619045	2.1123809523809522
1057	ADK	AAA_16	95.08	8.9e-08	39.45	20	30	95.87	1.8e-08	40.14	20	30	1.9725000000000001	2.007
1058	Myosin_head	ATP-synt_ab	87.63	1.1e-05	45.45	27	30	90.43	5.7999999999999995e-06	41.34	27	30	1.6833333333333333	1.5311111111111113
1059	Myosin_head	SRP54	81.42	4.4e-05	40.04	26	27	87.27	2.1e-05	36.16	26	27	1.54	1.3907692307692305
1060	Myosin_head	TK	87.89	1.2e-05	43.76	26	23	89.34	1e-05	38.47	25	24	1.683076923076923	1.5388
1061	Myosin_head	AAA_30	86.93	2e-05	44.19	18	22	88.1	1.9e-05	39.98	18	22	2.455	2.221111111111111
1062	Myosin_head	PIF1	83.46	4.8e-05	44.89	29	31	84.68	5.1e-05	40.94	29	31	1.5479310344827586	1.4117241379310344
1063	Myosin_head	dNK	91.75	2e-06	50.19	23	39	92.77	1.4e-06	44.13	22	41	2.1821739130434783	2.005909090909091
1064	Myosin_head	TIP49	84.24	4e-05	47.12	27	26	79.03	9.1e-05	44.06	27	26	1.7451851851851852	1.6318518518518519
1065	MutS_V	ATP-synt_ab	97.12	1.3e-09	49.48	23	26	96.8	5.7e-09	47.95	23	26	2.1513043478260867	2.0847826086956522
1066	MutS_V	SRP54	93.39	1e-06	34.75	23	30	92.64	1.8000000000000001e-06	33.64	23	30	1.5108695652173914	1.462608695652174
1067	MutS_V	TK	97.49	9.9e-10	48.36	23	26	97.27	3.1e-09	47.48	23	26	2.1026086956521737	2.0643478260869563
1068	MutS_V	AAA_30	93.19	1.1e-06	35.77	18	39	90.78	4.1e-06	35.16	18	39	1.9872222222222224	1.9533333333333331
1069	MutS_V	Rad51	97.08	2.2e-09	49.73	23	22	96.83	9.1e-10	54.06	23	22	2.1621739130434783	2.3504347826086955
1070	MutS_V	dNK	95.82	3.3e-08	42.3	22	23	95.12	1.4e-07	40.3	22	23	1.9227272727272726	1.8318181818181818
1071	MutS_V	AAA_16	94.93	1.6e-07	37.82	23	30	95.2	1.2e-07	36.65	23	30	1.6443478260869566	1.5934782608695652
1072	AAA_30	ATP-synt_ab	94.45	3.5e-07	41.87	18	33	94.83	2.2e-07	41.47	18	33	2.326111111111111	2.303888888888889
1073	AAA_30	SRP54	92.49	2.3e-06	36.58	18	28	93.92	8.2e-07	36.56	19	26	2.032222222222222	1.9242105263157896
1074	AAA_30	SNF2_N	93.77	4.4e-06	39.78	32	22	93.37	5.0999999999999995e-06	40.97	33	21	1.243125	1.2415151515151515
1075	AAA_30	ResIII	98.53	2.9e-13	68.7	35	23	99.08	6.8e-16	68.46	35	23	1.9628571428571429	1.9559999999999997
1076	AAA_30	AAA	96.65	2.4e-08	43.29	18	33	97.31	2.3e-09	41.74	18	33	2.405	2.318888888888889
1077	AAA_30	PIF1	99.51	8.9e-20	117.7	186	32	99.51	6.499999999999999e-20	120.42	187	32	0.6327956989247312	0.6439572192513369
1078	AAA_30	ABC_tran	77.01	7.7e-05	26.98	18	39	70.93	0.00016999999999999999	23.21	18	39	1.498888888888889	1.2894444444444444
1079	AAA_30	Rad51	92.03	2.8999999999999998e-06	38.13	20	25	92.4	2.4e-06	37.63	21	24	1.9065	1.7919047619047621
1080	AAA_30	Dynamin_N	90.41	3.9e-06	35.57	19	26	92.68	1.3e-06	36.55	19	26	1.8721052631578947	1.9236842105263157
1081	AAA_30	MMR_HSR1	93.95	5.9e-07	35.72	18	28	95.62	5.7e-08	36.31	18	28	1.9844444444444445	2.0172222222222222
1082	AAA_30	dNK	95.34	7.299999999999999e-08	45.05	22	23	95.58	4.9e-08	44.02	22	23	2.0477272727272724	2.000909090909091
1083	AAA_30	AAA_18	95.36	6.099999999999999e-08	44.33	22	50	95.79	2.6e-08	43.62	22	50	2.015	1.9827272727272727
1084	AAA_30	AAA_11	99.01	5.4e-16	89.32	58	24	99.17	5e-17	90.21	60	23	1.5399999999999998	1.5034999999999998
1085	AAA_30	AAA_16	94.6	8.8e-07	37.96	22	32	95.83	1.4e-07	37.59	22	32	1.7254545454545456	1.7086363636363637
