	sim_dom1	sim_dom2	prob1	pval1	score1	aligned_cols1	ident_perc1	prob2	pval2	score2	aligned_cols2	ident_perc2
32704	Ribosomal_S3_C	OLF	0.27	0.32	10.12	4	75	0.12	0.51	8.57	1	0
32705	Ribosomal_S3_C	RNase_PH_C	0.06	0.76	3.99	1	0	0.06	0.76	4.62	1	0
32706	Ribosomal_S3_C	MoCF_biosynth	0.08	0.63	6.38	4	25	0.10	0.55	6.82	5	20
32707	Ribosomal_S3_C	Ribosomal_L4	0.19	0.37	9.07	6	17	0.12	0.49	8.12	5	40
32708	Ribosomal_S3_C	Ribosomal_L6	0.89	0.082	9.45	7	14	0.30	0.2	7.77	1	0
32709	Ribosomal_S3_C	Ribosomal_L1	0.18	0.37	8.82	9	11	0.10	0.56	7.47	6	17
32710	Ribosomal_S3_C	Ribosomal_L16	0.29	0.26	9.33	2	50	0.24	0.29	8.96	1	0
32711	Ribosomal_S3_C	Thymidylat_synt	0.08	0.66	7.89	1	0	0.12	0.51	8.57	1	0
32712	Ribosomal_S3_C	Ribosomal_S8	0.30	0.25	9.22	12	25	0.37	0.21	9.53	20	10
32713	Ribosomal_S3_C	Ribosomal_L9_N	0.04	0.9	3.98	1	0	0.07	0.71	5.18	1	0
32714	Ribosomal_S3_C	Frataxin_Cyay	0.23	0.29	8.61	6	17	0.26	0.26	8.79	11	18
32715	Ribosomal_S3_C	Nucleos_tra2_C	0.08	0.66	8.05	1	0	0.03	0.95	5.37	1	0
32716	Ribosomal_S3_C	Ribosomal_L14	0.09	0.57	7.24	1	0	0.06	0.77	5.94	1	0
32717	Ribosomal_S3_C	Ribosomal_L17	0.06	0.78	5.75	1	0	0.11	0.51	7.09	1	0
32718	Ribosomal_S3_C	Ribosomal_L10	0.14	0.41	7.00	1	0	0.09	0.59	6.13	1	0
32719	Ribosomal_S3_C	Ribosomal_L13	0.56	0.16	10.63	8	38	0.59	0.15	10.79	8	38
32720	Ribosomal_S3_C	Acyl-CoA_dh_M	0.35	0.18	8.22	1	0	0.39	0.16	8.39	1	0
32721	Ribosomal_S3_C	OAS1_C	0.06	0.78	6.55	1	0	0.06	0.74	6.60	1	0
32722	Ribosomal_S3_C	FAD_binding_7	0.06	0.74	6.87	1	0	0.08	0.65	7.22	1	0
32723	Ribosomal_S3_C	Orn_DAP_Arg_deC	0.09	0.59	8.25	1	0	0.09	0.59	7.97	7	43
32724	Ribosomal_S3_C	PGM_PMM_I	0.55	0.15	9.91	5	40	0.43	0.18	9.44	3	67
32725	Ribosomal_S3_C	14-3-3	0.12	0.51	8.46	1	0	0.08	0.65	7.42	1	0
32726	Ribosomal_S3_C	Flavokinase	0.40	0.19	9.39	10	10	0.54	0.15	9.84	11	18
32727	Ribosomal_S3_C	Biopterin_H	0.04	0.86	7.58	1	0	0.11	0.53	9.49	8	50
32728	Ribosomal_S3_C	PGM_PMM_III	0.09	0.58	6.16	1	0	0.11	0.51	6.60	1	0
32729	Ribosomal_S3_C	Carb_anhydrase	0.03	0.95	5.27	1	0	0.03	0.97	4.57	1	0
32730	Ribosomal_S3_C	RPE65	0.03	0.96	6.44	1	0	0.06	0.75	8.06	4	0
32731	Ribosomal_S3_C	GMP_PDE_delta	0.37	0.25	10.36	7	14	0.19	0.39	9.11	7	0
32732	Ribosomal_S3_C	SRF-TF	0.15	0.39	5.97	1	0	0.15	0.38	6.27	1	0
32733	Ribosomal_S3_C	Citrate_synt	0.02	0.98	5.43	1	0	0.03	0.97	5.28	1	0
32734	Ribosomal_S3_C	THUMP	0.08	0.65	5.96	1	0	0.10	0.56	6.53	7	0
32735	Ribosomal_S3_C	ATP-gua_PtransN	0.14	0.42	7.13	1	0	0.18	0.33	7.71	1	0
32736	Ribosomal_S3_C	Neil1-DNA_bind	0.10	0.55	6.20	1	0	0.17	0.36	7.21	8	25
32737	Ribosomal_S3_C	PGK	0.21	0.25	11.89	1	0	0.02	0.99	4.86	11	18
32738	HRM	Fic	0.02	0.99	2.32	1	0	0.06	0.76	3.81	1	0
32739	HRM	MutS_I	0.07	0.68	4.94	1	0	0.06	0.76	4.05	1	0
32740	HRM	ProRS-C_1	0.04	0.88	3.55	1	0	0.14	0.43	5.35	4	25
32741	HRM	PTPA	0.57	0.16	10.84	4	50	1.27	0.059	13.09	5	40
32742	HRM	DUF1241	0.02	0.99	4.39	1	0	0.04	0.92	4.24	1	0
32743	HRM	TGT	0.06	0.73	6.24	2	50	0.14	0.37	7.45	13	23
32744	HRM	Dak2	0.02	0.98	3.90	1	0	0.05	0.85	4.28	1	0
32745	HRM	zf-TAZ	0.07	0.68	4.45	1	0	0.12	0.47	5.08	1	0
32746	HRM	RecQ_Zn_bind	0.09	0.57	3.85	1	0	0.09	0.57	3.98	1	0
32747	HRM	Flavoprotein	0.03	0.97	4.19	1	0	0.06	0.77	4.85	1	0
32748	HRM	ATP-synt	0.17	0.37	8.31	1	0	0.33	0.2	9.18	1	0
32749	HRM	Formyl_trans_C	0.30	0.2	6.80	2	50	0.28	0.21	6.51	1	0
32750	HRM	Formyl_trans_N	0.03	0.97	3.83	1	0	0.06	0.77	4.51	1	0
32751	HRM	RS4NT	0.14	0.42	4.93	1	0	0.10	0.57	4.31	1	0
32752	HRM	GMP_synt_C	0.15	0.38	6.51	1	0	0.19	0.32	6.58	1	0
32753	HRM	IMS	0.10	0.56	6.78	7	14	0.11	0.5	6.41	8	13
32754	HRM	TOPRIM_C	0.03	0.95	3.91	2	50	0.05	0.81	4.13	3	33
32755	HRM	DAO_C	0.09	0.61	5.28	1	0	0.17	0.35	6.17	1	0
32756	HRM	Sod_Fe_N	0.04	0.82	3.81	1	0	0.06	0.69	4.11	1	0
32757	HRM	Sod_Fe_C	0.07	0.7	5.15	9	11	0.09	0.58	5.14	9	11
32758	HRM	5_nucleotid_C	0.02	1	3.00	1	0	0.05	0.8	4.29	1	0
32759	HRM	S10_plectin	0.06	0.45	6.71	7	14	0.12	0.29	7.35	5	20
32760	HRM	M20_dimer	0.03	0.95	2.55	1	0	0.05	0.84	3.21	1	0
32761	HRM	NAGLU_C	0.03	0.94	5.71	1	0	0.08	0.62	6.72	1	0
32762	HRM	S-methyl_trans	0.02	0.99	4.46	3	33	0.06	0.77	5.52	3	67
32763	HRM	PAP_assoc	0.05	0.8	3.22	1	0	0.03	0.97	2.06	1	0
32764	HRM	Ribosomal_L35p	0.03	0.96	3.05	1	0	0.06	0.74	3.94	1	0
32765	HRM	PolyA_pol_RNAbd	0.03	0.94	2.27	1	0	0.04	0.91	2.57	1	0
32766	HRM	PIG-L	0.03	0.96	3.39	1	0	0.05	0.8	3.95	1	0
32767	HRM	ATP-synt_ab_C	0.05	0.8	4.66	3	0	0.07	0.71	4.46	3	0
32768	HRM	zf-UBR	0.14	0.41	5.52	7	29	0.10	0.54	4.69	1	0
32769	HRM	SDF	0.02	1	4.36	1	0	0.03	0.95	4.09	1	0
32770	HRM	HBB	0.04	0.92	4.38	1	0	0.02	0.98	2.51	1	0
32771	HRM	S-AdoMet_synt_C	0.07	0.67	6.30	1	0	0.10	0.53	6.32	1	0
32772	HRM	PMSR	0.04	0.91	4.77	1	0	0.08	0.64	5.44	1	0
32773	HRM	TP_methylase	0.02	1	3.09	1	0	0.04	0.9	3.74	1	0
32774	HRM	Peptidase_S8	0.02	0.99	3.93	1	0	0.05	0.81	4.69	1	0
32775	HRM	S-AdoMet_synt_M	0.02	0.99	3.40	1	0	0.08	0.64	5.30	1	0
32776	HRM	PARP_reg	0.02	0.98	3.44	1	0	0.03	0.94	3.09	1	0
32777	HRM	NIF3	0.05	0.81	7.20	1	0	0.15	0.42	8.60	1	0
32778	HRM	Ribosomal_L32e	0.03	0.93	4.50	3	33	0.06	0.76	4.73	9	22
32779	HRM	GTP_EFTU_D3	0.08	0.66	4.29	1	0	0.13	0.45	5.01	1	0
32780	HRM	COX2_TM	0.04	0.92	3.13	1	0	0.04	0.86	3.19	1	0
32781	HRM	Pur_DNA_glyco	0.04	0.88	5.68	1	0	0.08	0.62	6.23	1	0
32782	HRM	Gln-synt_N	0.05	0.84	3.61	1	0	0.09	0.59	4.50	1	0
32783	HRM	RPAP2_Rtr1	0.11	0.51	5.47	1	0	0.12	0.48	5.33	1	0
32784	HRM	Sua5_yciO_yrdC	0.07	0.69	5.83	1	0	0.16	0.36	6.94	1	0
32785	HRM	mTERF	0.02	0.99	4.41	5	0	0.04	0.89	4.41	5	40
32786	HRM	Voltage_CLC	0.02	1	3.87	1	0	0.02	0.99	2.88	1	0
32787	HRM	Ribosomal_S14	0.21	0.28	6.02	5	20	0.24	0.25	6.23	5	20
32788	HRM	Ribosomal_L39	0.12	0.48	5.20	1	0	0.10	0.54	4.75	1	0
32789	HRM	Hemerythrin	0.04	0.81	3.99	2	0	0.04	0.9	3.14	1	0
32790	HRM	DUF902	0.04	0.86	3.73	1	0	0.07	0.68	4.20	1	0
32791	HRM	Ribosomal_S4e	0.05	0.82	4.42	1	0	0.16	0.37	6.17	1	0
32792	HRM	Thg1C	0.04	0.9	5.06	3	33	0.08	0.66	5.59	6	33
32793	HRM	Lyase_1	0.02	1	4.28	1	0	0.03	0.96	3.81	1	0
32794	HRM	Sacchrp_dh_C	0.03	0.94	5.36	1	0	0.07	0.67	6.03	1	0
32795	HRM	Amidase_2	0.19	0.32	6.52	1	0	0.19	0.32	6.16	1	0
32796	HRM	ERO1	0.07	0.7	8.05	4	50	0.11	0.51	8.22	4	50
32797	HRM	UDG	0.02	0.99	2.81	1	0	0.03	0.94	3.10	1	0
32798	HRM	SUI1	0.04	0.9	3.67	1	0	0.03	0.95	2.68	1	0
32799	HRM	GHMP_kinases_C	0.05	0.81	3.25	1	0	0.07	0.71	3.69	1	0
32800	HRM	Spermine_synt_N	0.05	0.82	3.31	1	0	0.08	0.62	4.07	1	0
32801	HRM	MoeA_C	0.24	0.25	5.77	1	0	0.48	0.12	6.91	1	0
32802	HRM	SRP_SPB	0.03	0.95	3.90	1	0	0.05	0.81	4.16	1	0
32803	HRM	tRNA-synt_1c_C	0.04	0.89	5.19	1	0	0.13	0.44	6.86	1	0
32804	HRM	MoeA_N	0.05	0.83	5.20	1	0	0.09	0.6	5.63	1	0
32805	HRM	MM_CoA_mutase	0.01	1	4.40	1	0	0.03	0.96	4.53	1	0
32806	HRM	Inos-1-P_synth	0.05	0.84	5.01	1	0	0.04	0.86	4.07	1	0
32807	HRM	ATP-synt_C	0.03	0.94	2.90	1	0	0.04	0.87	3.06	1	0
32808	HRM	ClpB_D2-small	0.03	0.95	2.64	1	0	0.03	0.95	2.40	1	0
32809	HRM	Ceramidase_alk	0.03	0.95	6.33	4	50	0.08	0.63	7.33	8	38
32810	HRM	MGS	0.04	0.9	4.11	1	0	0.07	0.7	4.60	1	0
32811	HRM	PNP_phzG_C	0.20	0.3	5.39	1	0	0.14	0.41	4.90	1	0
32812	HRM	MutL_C	0.03	0.97	3.48	1	0	0.06	0.73	4.44	8	25
32813	HRM	Pep_deformylase	0.06	0.78	5.67	1	0	0.09	0.57	5.98	5	20
32814	HRM	POLO_box	0.11	0.49	4.55	1	0	0.32	0.19	6.28	2	0
32815	HRM	Aldolase_II	0.08	0.62	6.48	2	50	0.15	0.38	7.10	3	33
32816	HRM	Cbl_N	0.05	0.86	5.56	1	0	0.07	0.68	5.67	1	0
32817	HRM	TPK_B1_binding	0.39	0.15	7.24	11	9	0.20	0.3	5.94	6	17
32818	HRM	AXH	0.09	0.57	5.15	1	0	0.14	0.41	5.59	1	0
32819	HRM	ORC5_C	0.06	0.71	6.87	1	0	0.07	0.69	5.99	5	20
32820	HRM	BTK	0.60	0.097	6.79	2	50	0.75	0.075	7.52	2	50
32821	HRM	VKOR	0.09	0.6	5.93	1	0	0.15	0.38	6.53	1	0
32822	HRM	Pyrophosphatase	0.07	0.7	6.11	1	0	0.16	0.37	7.22	3	67
32823	HRM	Ribosomal_L11	0.04	0.83	4.06	1	0	0.06	0.75	3.99	1	0
32824	HRM	MutS_III	0.03	0.77	5.84	1	0	0.09	0.43	6.83	1	0
32825	HRM	Arg_tRNA_synt_N	0.05	0.77	4.19	1	0	0.11	0.49	5.14	1	0
32826	HRM	Oxidored_q6	0.35	0.18	8.18	1	0	0.50	0.13	8.62	1	0
32827	HRM	Ribosomal_S6e	0.03	0.97	4.35	1	0	0.04	0.88	4.17	1	0
32828	HRM	Gal_Lectin	0.56	0.084	8.09	3	67	0.34	0.17	6.77	7	29
32829	HRM	PAP_central	0.03	0.93	5.32	1	0	0.04	0.87	4.58	1	0
32830	HRM	Ribosomal_S6	0.03	0.94	3.37	1	0	0.06	0.79	3.80	1	0
32831	HRM	Ribosomal_S7	0.10	0.54	6.71	10	20	0.13	0.42	6.78	10	20
32832	HRM	Sec1	0.01	1	4.35	1	0	0.03	0.93	4.68	1	0
32833	HRM	ribosomal_L24	0.25	0.24	6.59	11	36	0.31	0.19	6.89	12	33
32834	HRM	Coprogen_oxidas	0.03	0.94	6.08	1	0	0.10	0.54	7.68	6	17
32835	HRM	SecY	0.02	1	4.48	1	0	0.04	0.87	4.97	1	0
32836	HRM	PROCN	0.06	0.77	8.00	3	33	0.09	0.6	8.04	3	33
32837	HRM	SRP19	0.09	0.59	6.42	1	0	0.11	0.5	6.33	1	0
32838	HRM	PEPCK_N	0.03	0.94	5.72	3	67	0.07	0.7	6.32	2	100
32839	HRM	Rbsn	0.04	0.87	3.49	1	0	0.06	0.71	3.91	1	0
32840	HRM	Urocanase_C	0.05	0.79	6.67	9	33	0.07	0.68	6.39	9	33
32841	HRM	Isochorismatase	0.09	0.56	6.07	8	25	0.14	0.4	6.36	8	25
32842	HRM	AA_kinase	0.02	1	3.71	1	0	0.04	0.91	4.02	1	0
32843	HRM	Peptidase_M24	0.04	0.88	4.81	1	0	0.11	0.5	6.12	7	29
32844	HRM	VHL	0.18	0.32	6.63	1	0	0.25	0.24	7.03	1	0
32845	HRM	Molybdopterin	0.03	0.91	5.25	1	0	0.07	0.67	5.71	7	0
32846	HRM	RNA_pol	0.33	0.28	10.32	16	19	0.68	0.15	11.63	17	18
32847	HRM	PK_C	0.05	0.79	4.32	1	0	0.09	0.57	4.91	1	0
32848	HRM	TPK_catalytic	0.02	1	2.81	1	0	0.09	0.46	5.87	1	0
32849	HRM	MAPEG	0.03	0.9	3.95	1	0	0.03	0.97	2.61	1	0
32850	HRM	Ald_Xan_dh_C2	0.01	1	4.26	1	0	0.04	0.87	5.70	1	0
32851	HRM	TspO_MBR	0.05	0.83	4.74	1	0	0.06	0.74	4.54	1	0
32852	HRM	Cbl_N3	1.43	0.041	10.98	9	33	1.67	0.033	11.71	9	33
32853	HRM	Topo_C_assoc	0.05	0.85	4.58	1	0	0.05	0.82	4.07	1	0
32854	HRM	zf-Sec23_Sec24	0.22	0.27	4.93	5	20	0.18	0.34	4.80	6	17
32855	HRM	Topoisom_I_N	0.06	0.74	7.04	1	0	0.21	0.26	9.29	8	38
32856	HRM	Aminotran_4	0.04	0.92	4.57	1	0	0.04	0.89	3.86	1	0
32857	HRM	PRO8NT	0.03	0.89	5.63	3	33	0.05	0.85	4.88	1	0
32858	HRM	Ribosomal_L5_C	0.09	0.6	5.54	1	0	0.21	0.29	6.85	1	0
32859	HRM	Ald_Xan_dh_C	0.03	0.95	3.63	1	0	0.05	0.82	3.89	1	0
32860	HRM	RNA_pol_N	0.18	0.33	6.63	5	40	0.18	0.33	6.44	7	43
32861	HRM	HIN	0.04	0.9	5.76	1	0	0.13	0.44	7.55	2	50
32862	HRM	SUFU_C	0.21	0.31	9.04	4	50	0.21	0.31	8.67	3	67
32863	HRM	ATP-synt_DE_N	0.18	0.33	6.32	1	0	0.25	0.24	6.73	1	0
32864	HRM	Evr1_Alr	0.19	0.32	6.47	8	13	0.39	0.15	7.70	8	13
32865	HRM	ASF1_hist_chap	0.07	0.69	6.43	1	0	0.08	0.62	6.01	1	0
32866	HRM	DNA_pol_B_thumb	0.04	0.92	3.17	1	0	0.04	0.86	3.17	1	0
32867	HRM	DcpS	0.20	0.31	7.68	6	33	0.07	0.69	5.07	1	0
32868	HRM	CDP-OH_P_transf	0.04	0.87	3.18	1	0	0.08	0.61	4.19	1	0
32869	HRM	Gcd10p	0.02	0.98	6.28	1	0	0.08	0.65	7.82	1	0
32870	HRM	CN_hydrolase	0.10	0.54	6.89	1	0	0.14	0.42	6.84	1	0
32871	HRM	PRMT5_C	0.04	0.86	4.79	1	0	0.13	0.45	6.23	3	0
32872	HRM	DHHA1	0.06	0.78	4.30	1	0	0.08	0.65	4.50	1	0
32873	HRM	ADK_lid	0.83	0.067	6.46	2	50	0.53	0.11	6.05	1	0
32874	HRM	RNA_pol_Rpb1_2	0.09	0.61	6.65	1	0	0.17	0.35	7.49	1	0
32875	HRM	RNA_pol_Rpb1_1	0.11	0.49	7.76	1	0	0.39	0.19	9.46	1	0
32876	HRM	RNA_pol_Rpb1_4	0.04	0.86	4.07	1	0	0.05	0.79	3.88	1	0
32877	HRM	RNA_pol_Rpb1_5	0.13	0.5	8.79	1	0	0.11	0.51	7.76	1	0
32878	HRM	B12-binding_2	0.06	0.67	3.78	3	0	0.05	0.73	3.51	3	0
32879	HRM	Prenyltransf	0.09	0.59	6.63	2	100	0.11	0.51	6.31	2	100
32880	HRM	ERAP1_C	0.02	0.98	4.54	1	0	0.03	0.94	3.90	1	0
32881	HRM	FTO_CTD	0.06	0.76	6.51	1	0	0.09	0.6	6.55	1	0
32882	HRM	Ribosomal_S10	0.05	0.83	4.11	1	0	0.10	0.56	4.96	1	0
32883	HRM	G6PD_C	0.02	0.99	4.79	1	0	0.06	0.74	5.81	3	33
32884	HRM	Ribosomal_S16	0.09	0.61	5.03	2	0	0.11	0.5	5.18	3	0
32885	HRM	Ribosomal_S18	0.05	0.79	4.06	1	0	0.13	0.43	5.36	1	0
32886	HRM	Ribosomal_S19	0.02	0.99	3.20	1	0	0.05	0.81	4.01	1	0
32887	HRM	AIRC	0.05	0.8	5.59	4	25	0.08	0.66	5.53	2	50
32888	HRM	CTD_bind	0.12	0.37	5.31	2	50	0.10	0.42	4.99	1	0
32889	HRM	RNB	0.02	0.99	4.37	1	0	0.05	0.8	5.12	1	0
32890	HRM	AIRS_C	0.05	0.84	4.48	1	0	0.10	0.56	5.28	1	0
32891	HRM	zf-CW	0.28	0.21	6.06	8	13	0.29	0.21	6.15	2	50
32892	HRM	RNase_PH_C	0.05	0.82	2.99	1	0	0.04	0.87	2.79	1	0
32893	HRM	MoCF_biosynth	0.03	0.96	3.55	1	0	0.05	0.82	3.91	1	0
32894	HRM	Ribosomal_L4	0.03	0.95	4.64	1	0	0.05	0.83	4.54	1	0
32895	HRM	Ribosomal_L6	0.05	0.86	3.16	1	0	0.06	0.74	3.58	1	0
32896	HRM	Ribosomal_L1	0.07	0.7	6.02	1	0	0.16	0.35	7.25	1	0
32897	HRM	Ribosomal_L16	0.05	0.85	4.93	3	67	0.14	0.43	6.49	6	33
32898	HRM	Thymidylat_synt	0.07	0.55	7.53	11	18	0.14	0.32	8.36	11	18
32899	HRM	Ribosomal_S8	0.06	0.75	5.30	4	25	0.10	0.56	5.59	6	33
32900	HRM	Ribosomal_L9_N	0.26	0.23	6.41	5	40	0.36	0.16	7.04	7	43
32901	HRM	Frataxin_Cyay	0.07	0.67	5.48	2	50	0.20	0.3	6.98	9	22
32902	HRM	Nucleos_tra2_C	0.11	0.5	7.85	6	17	0.09	0.59	6.64	2	50
32903	HRM	Ribosomal_L14	0.04	0.9	4.60	1	0	0.17	0.36	6.94	1	0
32904	HRM	Ribosomal_L17	0.02	0.99	3.31	1	0	0.04	0.9	3.49	1	0
32905	HRM	Ribosomal_L10	0.07	0.68	4.73	1	0	0.12	0.48	5.28	1	0
32906	HRM	Ribosomal_L13	0.06	0.73	5.71	1	0	0.12	0.47	6.36	1	0
32907	HRM	OAS1_C	0.07	0.71	6.14	1	0	0.07	0.69	5.39	1	0
32908	HRM	FAD_binding_7	0.03	0.97	4.50	1	0	0.05	0.84	4.51	1	0
32909	HRM	Orn_DAP_Arg_deC	0.03	0.96	4.99	1	0	0.08	0.66	5.96	1	0
32910	HRM	PGM_PMM_I	0.02	0.99	2.97	1	0	0.04	0.87	3.61	1	0
32911	HRM	14-3-3	0.08	0.54	7.30	1	0	0.13	0.36	7.70	1	0
32912	HRM	Flavokinase	0.03	0.93	3.86	1	0	0.04	0.87	3.61	1	0
32913	HRM	Biopterin_H	0.02	1	4.94	1	0	0.05	0.79	6.19	8	38
32914	HRM	PGM_PMM_III	0.03	0.97	3.01	1	0	0.04	0.88	3.29	1	0
32915	HRM	RPE65	0.09	0.61	8.43	5	20	0.24	0.32	9.51	5	20
32916	HRM	GMP_PDE_delta	0.06	0.79	6.04	1	0	0.11	0.51	6.71	1	0
32917	HRM	SRF-TF	0.07	0.7	3.63	1	0	0.17	0.35	5.14	8	25
32918	HRM	Citrate_synt	0.01	1	3.62	1	0	0.04	0.9	4.69	1	0
32919	HRM	THUMP	0.02	1	2.43	1	0	0.03	0.93	2.98	1	0
32920	HRM	ATP-gua_PtransN	0.06	0.77	4.54	1	0	0.14	0.41	5.78	5	20
32921	HRM	Neil1-DNA_bind	0.08	0.62	4.92	1	0	0.09	0.58	4.76	1	0
32922	HRM	PGK	0.02	0.99	5.35	1	0	0.05	0.8	5.99	1	0
32923	Formyl_trans_C	Fic	0.22	0.27	7.07	4	0	0.39	0.16	8.08	9	11
32924	Formyl_trans_C	MutS_I	0.10	0.54	6.00	1	0	0.14	0.42	6.45	2	100
32925	Formyl_trans_C	ProRS-C_1	0.06	0.75	4.57	2	50	0.10	0.53	5.43	4	25
32926	Formyl_trans_C	PTPA	0.27	0.21	11.10	19	16	0.35	0.16	11.71	19	16
32927	Formyl_trans_C	Glyco_transf_29	0.06	0.79	6.53	1	0	0.16	0.36	8.47	1	0
32928	Formyl_trans_C	DUF1241	0.04	0.91	5.77	1	0	0.09	0.6	6.89	1	0
32929	Formyl_trans_C	TGT	0.10	0.54	7.73	1	0	0.12	0.48	7.49	1	0
32930	Formyl_trans_C	Dak2	0.08	0.61	6.90	4	50	0.07	0.69	5.85	1	0
32931	Formyl_trans_C	zf-TAZ	0.09	0.61	5.10	1	0	0.07	0.7	4.57	1	0
32932	Formyl_trans_C	Serpin	0.07	0.72	7.37	1	0	0.07	0.7	6.53	1	0
32933	Formyl_trans_C	RecQ_Zn_bind	0.10	0.54	4.31	1	0	0.09	0.61	4.42	1	0
32934	Formyl_trans_C	Cyt-b5	0.11	0.51	5.16	1	0	0.14	0.41	5.74	5	20
32935	Formyl_trans_C	Flavoprotein	0.03	0.93	5.05	1	0	0.09	0.58	6.59	10	10
32936	Formyl_trans_C	zf-AN1	0.11	0.49	4.23	3	0	0.06	0.74	3.69	3	0
32937	Formyl_trans_C	zf-C2HC	0.17	0.36	4.93	1	0	0.07	0.67	3.99	1	0
32938	Formyl_trans_C	ATP-synt	0.07	0.7	7.13	1	0	0.08	0.65	6.60	1	0
32939	Formyl_trans_C	Formyl_trans_N	0.18	0.34	8.07	1	0	0.30	0.23	8.70	1	0
32940	Formyl_trans_C	Hemopexin	0.15	0.4	3.87	1	0	0.04	0.89	2.80	1	0
32941	Formyl_trans_C	Ldl_recept_a	0.16	0.38	2.50	1	0	0.04	0.92	2.38	1	0
32942	Formyl_trans_C	RS4NT	0.14	0.41	5.37	1	0	0.14	0.41	5.52	1	0
32943	Formyl_trans_C	SET	0.16	0.38	5.84	2	100	0.21	0.29	6.44	1	0
32944	Formyl_trans_C	GMP_synt_C	1.02	0.07	10.20	6	50	0.63	0.11	9.52	6	50
32945	Formyl_trans_C	IMS	0.19	0.34	8.57	11	0	0.18	0.35	8.16	9	33
32946	Formyl_trans_C	Pre-SET	0.03	0.95	3.86	3	0	0.04	0.89	3.87	3	0
32947	Formyl_trans_C	TOPRIM_C	0.07	0.68	5.94	1	0	0.09	0.6	5.87	1	0
32948	Formyl_trans_C	DAO_C	0.20	0.31	7.35	3	0	0.16	0.37	6.74	8	13
32949	Formyl_trans_C	Sod_Fe_N	0.10	0.56	5.36	1	0	0.18	0.32	6.57	1	0
32950	Formyl_trans_C	Sod_Fe_C	0.15	0.39	7.07	1	0	0.18	0.34	7.21	1	0
32951	Formyl_trans_C	5_nucleotid_C	0.09	0.57	6.73	1	0	0.08	0.64	5.84	1	0
32952	Formyl_trans_C	S10_plectin	0.07	0.7	6.08	9	33	0.21	0.29	7.96	1	0
32953	Formyl_trans_C	PX	0.08	0.66	4.77	1	0	0.07	0.69	4.66	1	0
32954	Formyl_trans_C	M20_dimer	0.30	0.2	7.17	1	0	0.28	0.21	7.09	1	0
32955	Formyl_trans_C	WW	0.46	0.13	3.05	1	0	0.08	0.64	2.96	1	0
32956	Formyl_trans_C	NAGLU_C	0.04	0.87	6.77	1	0	0.05	0.79	6.19	1	0
32957	Formyl_trans_C	S-methyl_trans	0.07	0.71	7.50	1	0	0.13	0.45	8.29	5	0
32958	Formyl_trans_C	HA2	0.16	0.37	6.45	1	0	0.13	0.43	6.04	1	0
32959	Formyl_trans_C	PAP_assoc	0.09	0.57	4.51	1	0	0.05	0.82	3.63	1	0
32960	Formyl_trans_C	Ribosomal_L35p	0.12	0.47	5.81	1	0	0.08	0.63	4.96	1	0
32961	Formyl_trans_C	PolyA_pol_RNAbd	0.13	0.45	4.99	1	0	0.13	0.44	5.28	1	0
32962	Formyl_trans_C	PIG-L	0.21	0.29	7.66	1	0	0.21	0.29	7.49	1	0
32963	Formyl_trans_C	IL8	0.39	0.15	7.55	1	0	0.13	0.45	5.58	1	0
32964	Formyl_trans_C	ATP-synt_ab_C	0.08	0.63	5.90	1	0	0.10	0.55	5.90	1	0
32965	Formyl_trans_C	zf-UBR	0.11	0.53	5.41	1	0	0.09	0.57	5.15	1	0
32966	Formyl_trans_C	SDF	0.04	0.91	6.45	2	100	0.05	0.85	5.71	1	0
32967	Formyl_trans_C	HBB	0.11	0.53	6.92	1	0	0.14	0.41	7.20	6	17
32968	Formyl_trans_C	S-AdoMet_synt_C	0.08	0.66	6.84	1	0	0.15	0.4	7.75	1	0
32969	Formyl_trans_C	PMSR	0.17	0.35	8.25	1	0	0.08	0.65	6.00	3	33
32970	Formyl_trans_C	TP_methylase	0.05	0.85	5.51	1	0	0.05	0.79	5.13	1	0
32971	Formyl_trans_C	Peptidase_S8	0.09	0.59	7.33	9	11	0.11	0.49	7.26	7	14
32972	Formyl_trans_C	S-AdoMet_synt_M	0.09	0.6	6.59	2	0	0.14	0.41	7.20	8	0
32973	Formyl_trans_C	PARP_reg	0.11	0.52	6.71	1	0	0.11	0.5	6.43	1	0
32974	Formyl_trans_C	NIF3	0.04	0.92	6.91	9	0	0.06	0.74	7.08	9	0
32975	Formyl_trans_C	Ribosomal_L32e	0.14	0.4	7.64	4	25	0.15	0.38	7.44	1	0
32976	Formyl_trans_C	GTP_EFTU_D3	0.03	0.98	2.57	1	0	0.06	0.74	4.34	1	0
32977	Formyl_trans_C	COX2_TM	0.18	0.33	6.50	7	14	0.14	0.41	5.97	7	14
32978	Formyl_trans_C	zf-A20	0.11	0.52	3.86	1	0	0.07	0.67	3.80	1	0
32979	Formyl_trans_C	Pur_DNA_glyco	0.04	0.91	5.84	1	0	0.11	0.52	7.48	19	21
32980	Formyl_trans_C	Gln-synt_N	0.03	0.93	3.33	1	0	0.03	0.94	3.06	1	0
32981	Formyl_trans_C	RPAP2_Rtr1	0.08	0.62	5.44	1	0	0.08	0.63	5.16	1	0
32982	Formyl_trans_C	Notch	0.05	0.86	3.55	1	0	0.04	0.9	3.19	1	0
32983	Formyl_trans_C	Sua5_yciO_yrdC	0.20	0.32	8.33	1	0	0.09	0.59	6.25	1	0
