	metabolite_label	peptide_label	rna_label	druglike_label	ion_label	sm_label	dna_label
Trp_dioxygenase	0.0	0.0	0.0	1.0	0.0	1.0	0.0
TruB_C_2	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TspO_MBR	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Tyr-DNA_phospho	0.0	0.0	0.0	0.0	1.0	1.0	1.0
Tyr_Deacylase	1.0	0.0	0.0	1.0	0.0	0.0	0.0
Tyrosinase	0.0	0.0	0.0	1.0	1.0	1.0	0.0
UDG	1.0	0.0	0.0	1.0	0.0	1.0	1.0
UDPGP	1.0	0.0	0.0	1.0	0.0	0.0	0.0
UDPG_MGDP_dh	1.0	0.0	0.0	1.0	0.0	1.0	0.0
UDPG_MGDP_dh_C	0.0	0.0	0.0	1.0	0.0	1.0	0.0
UEV	0.0	1.0	0.0	0.0	0.0	0.0	0.0
UPF1_Zn_bind	0.0	0.0	0.0	0.0	1.0	0.0	0.0
UPRTase	1.0	0.0	0.0	1.0	0.0	1.0	0.0
URO-D	0.0	0.0	0.0	1.0	0.0	1.0	0.0
USP7_ICP0_bdg	0.0	1.0	0.0	0.0	0.0	0.0	0.0
UbiA	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Urocanase	1.0	0.0	0.0	1.0	0.0	1.0	0.0
Urocanase_C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VHL	0.0	0.0	0.0	0.0	0.0	1.0	0.0
VHS	0.0	1.0	0.0	0.0	0.0	0.0	0.0
VKOR	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VRR_NUC	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Voltage_CLC	0.0	0.0	0.0	0.0	1.0	0.0	0.0
XPG_I	0.0	0.0	0.0	0.0	0.0	0.0	1.0
YEATS	0.0	1.0	0.0	0.0	0.0	0.0	0.0
YTH	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Yippee-Mis18	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Zn_dep_PLPC	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dUTPase	1.0	0.0	0.0	1.0	0.0	1.0	0.0
eIF-1a	0.0	0.0	1.0	0.0	0.0	0.0	0.0
eIF-5_eIF-2B	0.0	0.0	0.0	0.0	1.0	0.0	0.0
eRF1_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ketoacyl-synt	0.0	0.0	0.0	1.0	0.0	1.0	0.0
mRNA_cap_enzyme	0.0	0.0	0.0	1.0	0.0	1.0	0.0
mTERF	0.0	0.0	0.0	0.0	0.0	0.0	1.0
malic	1.0	0.0	0.0	1.0	1.0	1.0	0.0
muHD	0.0	0.0	0.0	0.0	1.0	0.0	0.0
polyprenyl_synt	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ribosomal_L24	0.0	0.0	1.0	0.0	1.0	0.0	0.0
tRNA-synt_1c_C	0.0	0.0	1.0	0.0	0.0	0.0	0.0
tRNA-synt_1d	0.0	0.0	1.0	1.0	0.0	1.0	0.0
tRNA-synt_2	0.0	0.0	1.0	0.0	0.0	0.0	0.0
tRNA-synt_2b	0.0	0.0	0.0	1.0	0.0	1.0	0.0
tRNA-synt_2c	0.0	0.0	0.0	1.0	0.0	1.0	0.0
tRNA-synt_2d	1.0	0.0	0.0	1.0	1.0	1.0	0.0
tRNA-synt_His	1.0	0.0	0.0	1.0	0.0	1.0	0.0
tRNA_Me_trans	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tRNA_SAD	0.0	0.0	0.0	0.0	1.0	0.0	0.0
tRNA_anti-codon	0.0	0.0	1.0	0.0	0.0	0.0	1.0
tRNA_m1G_MT	0.0	0.0	0.0	1.0	0.0	1.0	0.0
zf-CDGSH	0.0	0.0	0.0	0.0	0.0	1.0	0.0
zf-CW	0.0	1.0	0.0	0.0	1.0	0.0	0.0
zf-Di19	0.0	0.0	0.0	0.0	1.0	0.0	1.0
zf-PARP	0.0	0.0	0.0	0.0	0.0	0.0	0.0
zf-TAZ	0.0	0.0	0.0	0.0	1.0	0.0	0.0
zf-UBR	0.0	1.0	0.0	0.0	1.0	0.0	0.0
zf-dskA_traR	0.0	0.0	0.0	0.0	1.0	0.0	0.0
